date,close,volume,marketCap
2017-10-18,0.02684535467621909,2351678.122306208,696021404.3079604
2017-10-19,0.026829950465728686,2815155.9695999967,695622018.2559936
2017-10-20,0.030299606216252807,8883473.082062634,785580027.6424098
2017-10-21,0.028587962639027336,5308856.917095766,741202123.8797704
2017-10-22,0.027796038407662104,2901876.1220860113,720669848.4724126
2017-10-23,0.026045125887389137,3505126.543112243,675273816.053428
2017-10-24,0.02741740303131111,7822397.543947947,710852942.3615782
2017-10-25,0.027269301575107045,2513886.637623913,707013105.4597949
2017-10-26,0.026591400393809417,2369400.241402218,689437113.7144977
2017-10-27,0.026509621493760783,2569633.7793355323,687316826.4044167
2017-10-28,0.025976412766541904,1729975.2725138243,673492286.1223357
2017-10-29,0.02835203544137527,4636164.255564146,735085222.7844126
2017-10-30,0.028385407497551127,3794753.02010408,735950462.4388821
2017-10-31,0.03025109529644789,7251416.950220154,784322281.6027644
2017-11-01,0.023096036249201986,7901021.254424323,598812560.9812648
2017-11-02,0.021320577458857376,5955251.345757528,552780115.686688
2017-11-03,0.022789425903364136,3029089.7359041288,590863052.9170463
2017-11-04,0.021802078918245652,2455852.8375674905,565264037.9883977
2017-11-05,0.022026315814418173,2245833.516085977,571077843.8126849
2017-11-06,0.022303564694850217,4843621.340865689,578266095.092228
2017-11-07,0.022288565665913324,2527154.86620952,577877214.2109797
2017-11-08,0.025146348345649026,6534368.134450486,651971147.3307619
2017-11-09,0.03276949505442782,20628139.78678138,849617009.7707922
2017-11-10,0.02729304274337792,6563683.784283738,707628644.4042084
2017-11-11,0.027498518721010355,5632137.891194862,712956034.570149
2017-11-12,0.024521650906143423,7550744.664248699,635774572.7517922
2017-11-13,0.025114287383622588,4284485.972081597,651139900.5067863
2017-11-14,0.0262283052840494,3183479.97319462,680023121.191746
2017-11-15,0.02601455327855,6362414.67189926,674481157.867525
2017-11-16,0.0271062720187573,4825255.352786,702786226.652537
2017-11-17,0.0259167531670733,3514321.2781959,671945487.478645
2017-11-18,0.0265277202424606,2984199.94886132,687786073.938608
2017-11-19,0.0277212109355903,4652800.37716365,718729791.325827
2017-11-20,0.0300027359042463,15546079.3945352,777883050.122379
2017-11-21,0.0285982155306659,5910630.57601447,741467951.324501
2017-11-22,0.0287315492166677,4912298.82371421,744924903.206561
2017-11-23,0.0279406665612257,5222693.56006724,724419632.811637
2017-11-24,0.0285119374458932,5653201.55570934,739231013.334716
2017-11-25,0.0306147875989473,6199363.76514505,793751757.583795
2017-11-26,0.0385478736298579,30963775.9962897,999433438.691236
2017-11-27,0.0504690379751281,81568060.7251049,1308514307.56615
2017-11-28,0.120725683497858,341785540.016436,3130063311.79723
2017-11-29,0.0926358698508062,170782434.03361,2401776731.97084
2017-11-30,0.124064710988949,123583686.659491,3216634513.08707
2017-12-01,0.130849110282103,54354032.9357827,3392534112.11863
2017-12-02,0.135290045772832,42520482.6866604,3507674559.84146
2017-12-03,0.131928545432995,33634685.3082435,3420520703.41699
2017-12-04,0.136318229854403,73582496.3415025,3534332361.0504
2017-12-05,0.131266070674367,50109378.7410912,3403344673.62041
2017-12-06,0.128998005781454,71389916.560964,3344540395.15708
2017-12-07,0.113499775677648,63143994.7068038,2942716690.04155
2017-12-08,0.119771110477752,72541326.961392,3105314029.77127
2017-12-09,0.122069680246509,63562094.4422698,3164909210.30234
2017-12-10,0.110753179803104,44638620.0146595,2871505505.06286
2017-12-11,0.120168304834103,39074223.8449904,3115612115.86568
2017-12-12,0.133573902305472,62282284.1916909,3463179987.1099
2017-12-13,0.134376501748155,62897525.7246977,3483989039.4741
2017-12-14,0.217011359286374,237044480.930081,5626468819.76509
2017-12-15,0.217634409481701,213587305.957,5642622686.12803
2017-12-16,0.408204448101932,669971136.228786,10583545519.8641
2017-12-17,0.475589482657346,590821285.865066,12330642063.9879
2017-12-18,0.506894865185778,227825786.869163,13142298925.0217
2017-12-19,0.547831246289424,275998423.608346,14203659365.4663
2017-12-20,0.492296744072274,184667810.643851,12763812409.1896
2017-12-21,0.497934077786734,168394697.068554,12909971958.0506
2017-12-22,0.414617118807978,152919286.608756,10749807285.5968
2017-12-23,0.43637378035081,90412317.6401021,11313893784.0892
2017-12-24,0.406643144559958,69345060.1550332,10543065492.8002
2017-12-25,0.424664376944429,125437694.646658,11010303256.014
2017-12-26,0.449756880487314,97612771.3899792,11660878365.3454
2017-12-27,0.430559657117027,84684312.3121579,11163150600.8902
2017-12-28,0.429505402037996,86905712.0561081,11135816855.0912
2017-12-29,0.545309043550218,288839195.142621,14138266037.1358
2017-12-30,0.67857929095975,674814233.64492,17593573142.3395
2017-12-31,0.767634603799483,312335398.065627,19902516520.1189
2018-01-01,0.74714042363643,150103426.408784,19371162465.4129
2018-01-02,0.807430250865508,290148321.463177,20934301068.7051
2018-01-03,1.0754011011838815,672172539.6566188,27882000207.037376
2018-01-04,1.1793470150411156,587865819.6221813,30577013247.750748
2018-01-05,1.0778211835149423,507435198.65038526,27944745852.34255
2018-01-06,1.093780172480279,311308025.14994603,28358515684.962
2018-01-07,1.0528536805180457,231753940.09091622,27297411640.984287
2018-01-08,0.9418999315467624,271755252.7481392,24420705964.95028
2018-01-09,0.8662015396561794,214077772.7742139,22458068418.789967
2018-01-10,0.8164417056119962,241226048.655068,21167941691.567257
2018-01-11,0.7274617292991923,240846066.20804676,18860951569.23562
2018-01-12,0.9623286418063227,400879519.0712368,24950362576.850266
2018-01-13,0.9379071855617376,324020183.0705352,24317185758.156223
2018-01-14,0.8418895265838228,164758594.71964398,21827729140.9422
2018-01-15,0.8224040744826202,223039389.0742617,21322528449.849503
2018-01-16,0.6382177391603058,182356185.24944827,16547116341.812134
2018-01-17,0.6495671614349702,197027150.9364225,16841373613.692904
2018-01-18,0.671356127214076,147757610.9196817,17406297666.39785
2018-01-19,0.6657514508348865,106464152.84363754,17260984826.57194
2018-01-20,0.7340009347332741,109953899.26112777,19030494009.787533
2018-01-21,0.6290330817666664,67487204.52579968,16308985081.69988
2018-01-22,0.5813511689714357,68808151.80195066,15072732765.27117
2018-01-23,0.5648508617693447,62623864.032755,14644928136.54389
2018-01-24,0.6248776332409309,120247479.6672865,16201246474.65611
2018-01-25,0.63963832722956,113543205.04626423,16583948028.889128
2018-01-26,0.6206010251818365,86436298.9524816,16090366555.84459
2018-01-27,0.625463721730052,45494958.251873404,16216442032.255064
2018-01-28,0.6305763664855509,51114212.4658298,16348997933.466618
2018-01-29,0.5924707176465416,54376792.26218041,15361030088.121367
2018-01-30,0.5879492074894594,54034613.730166204,15243800575.340412
2018-01-31,0.5017165694625461,60904687.425443225,13008040886.538809
2018-02-01,0.4994619104070018,58966605.09924155,12949584182.16657
2018-02-02,0.41192005156171696,86000222.89314842,10679880232.857233
2018-02-03,0.39990284748947247,165611115.0587108,10368309335.206608
2018-02-04,0.448042724772298,138106828.2680116,11616435329.209091
2018-02-05,0.39506509860605493,83335835.56425951,10242880678.661112
2018-02-06,0.3100116180114175,69466413.88385011,8037693087.781534
2018-02-07,0.3599758232654266,108155653.23330271,9333118561.777338
2018-02-08,0.33025486846696983,58421560.15245855,8562541270.261039
2018-02-09,0.3423716700897969,23763678.044436757,8876694440.63103
2018-02-10,0.3772460072631502,58814949.31485622,9780883840.490557
2018-02-11,0.384454867565513,93596129.66884983,9967788470.048504
2018-02-12,0.3551576922387197,32670730.6698983,9208198538.786581
2018-02-13,0.3719208342226599,49329420.43797007,9642817703.442709
2018-02-14,0.3547574424696075,50797813.49232494,9197821234.78999
2018-02-15,0.38574353026605734,62947697.4322393,10001199718.785206
2018-02-16,0.3909104389882274,53183519.86476815,10135162525.688318
2018-02-17,0.3907621379870917,57409442.88684969,10131317515.171017
2018-02-18,0.41475537686890657,78769451.8548117,10753391912.094913
